phrase	n	count	loglik	pages	proper	example	loose_key	head_key
rege britanniae	2	3	16.17	3	False	rege Britanniae	reg britanni	britanni
britanniam anno	2	4	15.96	4	False	Britanniam anno	britanni ann	ann
dei posse	2	3	15.27	3	False	Dei posse	de poss	poss
johannes episcopus	2	3	13.5	3	False	Johannes episcopus	johann episcop	episcop
ejus nomine	2	4	13.47	4	False	ejus nomine	ej nomin	nomin
totius ecclesiae	2	3	12.84	3	False	totius Ecclesiae	toti ecclesi	ecclesi
christi nomen	2	3	12.54	3	False	Christi nomen	christ nomen	nomen
regni ejus	2	3	12.08	3	False	regni ejus	regn ej	ej
christi nomine	2	3	11.46	3	False	Christi nomine	christ nomin	nomin
britannia anno	2	3	10.11	3	False	Britannia anno	britanni ann	ann
ecclesiae dei	2	3	6.77	3	False	Ecclesiae Dei	ecclesi de	de
anno ab incarnatione	3	17	None	15	False	anno ab incarnatione	ann ab incarnation	incarnation
anno ab incarnatione domini	4	14	None	13	False	anno ab incarnatione Domini	ann ab incarnation domin	domin
joseph ab arimathia	3	14	None	12	False	Joseph ab Arimathia	joseph ab arimathi	arimathi
hominem sine peccato	3	13	None	7	False	hominem sine peccato	homin sin peccat	peccat
anno dominicae incarnationis	3	10	None	9	False	anno Dominicae Incarnationis	ann dominic incarnation	incarnation
gratia et libero arbitrio	4	8	None	7	False	gratia et libero arbitrio	grati et liber arbitri	arbitri
pelagium et celestium	3	8	None	7	False	Pelagium et Celestium	pelag et celest	celest
rogerus de wendover	3	7	None	6	False	Rogerus de Wendover	roger d wendover	wendover
victoria aurelii ambrosii	3	6	None	6	False	victoria Aurelii Ambrosii	victori aureli ambrosi	ambrosi
viginti et octo	3	6	None	5	False	viginti et octo	vigint et oct	oct
albani et amphibali	3	6	None	6	False	Albani et Amphibali	alban et amphibal	amphibal
prosper in chronico	3	6	None	6	False	Prosper in chronico	prosper in chronic	chronic
nuptiis et concupiscentia	3	6	None	6	False	nuptiis et concupiscentia	nupti et concupiscenti	concupiscenti
operis contra julian	3	6	None	4	False	operis contra Julian	oper contr julian	julian
vigilantius in libro de basilica petri	6	5	None	5	False	Vigilantius in libro de Basilica Petri	vigilanti in libr d basilic petr	petr
posse esse hominem sine peccato	5	5	None	4	False	Posse esse hominem sine peccato	poss ess homin sin peccat	peccat
libro de basilica petri	4	5	None	5	False	libro de Basilica Petri	libr d basilic petr	petr
scripta est epistola	3	5	None	5	False	scripta est epistola	script est epistol	epistol
ecclesiam in honore	3	5	None	4	False	ecclesiam in honore	ecclesi in honor	honor
anno post passionem	3	5	None	5	False	anno post passionem	ann post passion	passion
philippi et jacobi	3	5	None	4	False	Philippi et Jacobi	philipp et jacob	jacob
dei genetricis mariae	3	5	None	5	False	Dei genetricis Mariae	de genetric mari	mari
libro de antiquitate	3	5	None	5	False	libro de antiquitate	libr d antiquitat	antiquitat
statu landavensis ecclesiae	3	5	None	5	False	statu Landavensis Ecclesiae	statu landavens ecclesi	ecclesi
chronica britonum abbreviata	3	5	None	5	False	Chronica Britonum abbreviata	chronic briton abbreviat	abbreviat
johannes de garlandia	3	5	None	5	False	Johannes de Garlandia	johann d garlandi	garlandi
magna ex parte	3	5	None	5	False	magna ex parte	magn ex part	part
wintoniensis ecclesiae tabula	3	5	None	5	False	Wintoniensis ecclesiae tabula	wintoniens ecclesi tabul	tabul
wintoniensis ecclesiae historiola	3	5	None	5	False	Wintoniensis ecclesiae historiola	wintoniens ecclesi historiol	historiol
alanus de insulis	3	5	None	5	False	Alanus de insulis	alan d insul	insul
germano et lupo	3	5	None	5	False	Germano et Lupo	german et lup	lup
vita johannes tinmuthensis	3	5	None	5	False	vita Johannes Tinmuthensis	vit johann tinmuthens	tinmuthens
phaganus et deruvianus	3	5	None	3	False	Phaganus et Deruvianus	phagan et deruvian	deruvian
vigilantius in libro	3	5	None	5	False	Vigilantius in libro	vigilanti in libr	libr
posse esse hominem	3	5	None	4	False	Posse esse hominem	poss ess homin	homin
pelagii et celestii	3	5	None	4	False	Pelagii et Celestii	pelagi et celesti	celesti
homo sine peccato	3	5	None	4	False	homo sine peccato	hom sin peccat	peccat
hengisti et horsi	3	5	None	2	False	Hengisti et Horsi	hengist et hors	hors
ecclesiam in honore sanctae	4	4	None	4	False	ecclesiam in honore sanctae	ecclesi in honor sanct	sanct
anno post passionem domini	4	4	None	4	False	anno post passionem Domini	ann post passion domin	domin
sanctorum philippi et jacobi	4	4	None	3	False	sanctorum Philippi et Jacobi	sanct philipp et jacob	jacob
domini nostri jesu christi	4	4	None	4	False	Domini nostri Jesu Christi	domin nostr jesu christ	christ
mari usque ad mare	4	4	None	4	False	mari usque ad mare	mar  ad mar	mar
magna wintoniensis ecclesiae tabula	4	4	None	4	False	magna Wintoniensis ecclesiae tabula	magn wintoniens ecclesi tabul	tabul
posse esse sine peccato	4	4	None	4	False	posse esse sine peccato	poss ess sin peccat	peccat
posterioris operis contra augustin	4	4	None	4	False	posterioris operis contra Augustin	posterior oper contr augustin	augustin
eulogii sui libro	3	4	None	4	False	eulogii sui libro	eulogi su libr	libr
venerunt in britanniam	3	4	None	2	False	venerunt in Britanniam	venerunt in britanni	britanni
facta est mentio	3	4	None	4	False	facta est mentio	fact est menti	menti
jacobus philippus bergomensis	3	4	None	4	True	Jacobus Philippus Bergomensis	jacob philipp bergomens	bergomens
thomas rudburnus senior	3	4	None	4	False	Thomas Rudburnus senior	thom rudburn senior	senior
radulphus de baldoc	3	4	None	4	False	Radulphus de Baldoc	radulph d baldoc	baldoc
anglorum sive saxonum	3	4	None	4	False	Anglorum sive Saxonum	angl siv saxon	saxon
radulphus de diceto	3	4	None	4	False	Radulphus de Diceto	radulph d dicet	dicet
tempore eleutherii papae	3	4	None	4	False	tempore Eleutherii papae	tempor eleutheri pap	pap
magno chronico belgico	3	4	None	4	False	magno chronico Belgico	magn chronic belgic	belgic
parisiensis et westmonasteriensis	3	4	None	4	False	Parisiensis et Westmonasteriensis	parisiens et westmonasteriens	westmonasteriens
fagano et duviano	3	4	None	4	False	Fagano et Duviano	fagan et duvian	duvian
viginti et quinque	3	4	None	4	False	viginti et quinque	vigint et quin	quin
gestis regum anglorum	3	4	None	4	False	gestis regum Anglorum	gest reg angl	angl
petri in cornhill	3	4	None	2	False	Petri in Cornhill	petr in cornhill	cornhill
ecclesiasticae suae historiae	3	4	None	4	False	ecclesiasticae suae historiae	ecclesiastic su histori	histori
galfridi monemuthensis historia	3	4	None	4	False	Galfridi Monemuthensis historia	galfrid monemuthens histori	histori
magnae glastoniensis tabulae	3	4	None	4	False	magnae Glastoniensis tabulae	magn glastoniens tabul	tabul
glastoniensis ecclesiae antiquitate	3	4	None	4	False	Glastoniensis ecclesiae antiquitate	glastoniens ecclesi antiquitat	antiquitat
tinmuthensis in vita	3	4	None	4	False	Tinmuthensis in vita	tinmuthens in vit	vit
pictos et scotos	3	4	None	4	False	Pictos et Scotos	pict et scot	scot
loco qui dicitur	3	4	None	3	False	loco qui dicitur	loc qu dicitur	dicitur
anni mille centum	3	4	None	4	False	anni mille centum	ann mill cent	cent
anno proxime sequente	3	4	None	4	False	anno proxime sequente	ann proxim sequent	sequent
aurelii carthaginiensis episcopi	3	4	None	4	False	Aurelii Carthaginiensis episcopi	aureli carthaginiens episcop	episcop
dimitte nobis debita	3	4	None	3	False	Dimitte nobis debita	dimitt nob debit	debit
pelagius et celestius	3	4	None	4	False	Pelagius et Celestius	pelagi et celesti	celesti
carissime atque amantissime	3	4	None	4	False	carissime atque amantissime	carissim at amantissim	amantissim
germanum et lupum	3	4	None	4	False	Germanum et Lupum	german et lup	lup
scribit vigilantius in libro de basilica	6	3	None	3	False	scribit Vigilantius in libro de Basilica	scribit vigilanti in libr d basilic	basilic
millibus armatorum sibi sociatis in britanniam	6	3	None	2	False	millibus armatorum sibi sociatis in Britanniam	mill armat sib sociat in britanni	britanni
ecclesiam in honore sanctae dei	5	3	None	3	False	ecclesiam in honore sanctae Dei	ecclesi in honor sanct de	de
libro quarto de triumphis ecclesiae	5	3	None	3	False	libro quarto de triumphis Ecclesiae	libr quart d triumph ecclesi	ecclesi
insulam mari usque ad mare	5	3	None	3	False	insulam mari usque ad mare	insul mar  ad mar	mar
coenobium in honore sancti amphibali	5	3	None	3	False	coenobium in honore sancti Amphibali	coenob in honor sanct amphibal	amphibal
augustini de nuptiis et concupiscentia	5	3	None	3	False	Augustini de nuptiis et concupiscentia	augustin d nupti et concupiscenti	concupiscenti
tribus millibus armatorum sibi sociatis	5	3	None	2	False	tribus millibus armatorum sibi sociatis	tr mill armat sib sociat	sociat
magna glastoniensis ecclesiae tabula	4	3	None	3	False	magna Glastoniensis ecclesiae tabula	magn glastoniens ecclesi tabul	tabul
sanctorum phagani et deruviani	4	3	None	3	False	sanctorum Phagani et Deruviani	sanct phagan et deruvian	deruvian
majore historia vitae augustini	4	3	None	3	False	majore historia vitae Augustini	major histori vit augustin	augustin
libello de sanctis germaniae	4	3	None	3	False	libello de sanctis Germaniae	libell d sanct germani	germani
radulphus niger in chronico	4	3	None	3	False	Radulphus Niger in chronico	radulph niger in chronic	chronic
sancti phaganus et deruvianus	4	3	None	3	False	sancti Phaganus et Deruvianus	sanct phagan et deruvian	deruvian
jacet sepultus inclitus rex	4	3	None	2	False	jacet sepultus inclitus Rex	jacet sepult inclit rex	rex
ecclesiasticae suae historiae libro	4	3	None	3	False	ecclesiasticae suae historiae libro	ecclesiastic su histori libr	libr
scribit vigilantius in libro	4	3	None	3	False	scribit Vigilantius in libro	scribit vigilanti in libr	libr
sanctorum albani et amphibali	4	3	None	3	False	sanctorum Albani et Amphibali	sanct alban et amphibal	amphibal
mille centum et octoginta	4	3	None	3	False	mille centum et octoginta	mill cent et octogint	octogint
johannes tinmuthensis et capgravius	4	3	None	2	False	Johannes Tinmuthensis et Capgravius	johann tinmuthens et capgravi	capgravi
necdum ad integrum expleto	4	3	None	3	False	necdum ad integrum expleto	necd ad integr explet	explet
loco natali constantini maximi	4	3	None	2	False	loco natali Constantini Maximi	loc natal constantin maxim	maxim
mandata dei facile custodire	4	3	None	3	False	mandata Dei facile custodire	mandat de facil custodir	custodir
potest homo sine peccato	4	3	None	3	False	potest homo sine peccato	potest hom sin peccat	peccat
jesum christum dominum nostrum	4	3	None	2	False	Jesum Christum Dominum nostrum	jes christ domin nostr	nostr
prioris operis contra julian	4	3	None	2	False	prioris operis contra Julian	prior oper contr julian	julian
gratia dei et libero	4	3	None	3	False	gratia Dei et libero	grati de et liber	liber
theophili raynaudi defensionem valeriani	4	3	None	3	False	Theophili Raynaudi defensionem Valeriani	theophil raynaud defension valerian	valerian
anno quo saxones venerunt	4	3	None	1	False	anno quo Saxones venerunt	ann qu saxon venerunt	venerunt
solus forte romanae gentis	4	3	None	2	False	solus forte Romanae gentis	sol fort roman gent	gent
vetusta ecclesia ante altare	4	3	None	1	False	vetusta ecclesia ante altare	vetust ecclesi ant altar	altar
libro secundo historiae	3	3	None	3	False	libro secundo historiae	libr secund histori	histori
omne hominum genus	3	3	None	3	False	omne hominum genus	omn homin gen	gen
petro et paulo	3	3	None	3	False	Petro et Paulo	petr et paul	paul
romanae ecclesiae martyrologio	3	3	None	3	False	Romanae Ecclesiae martyrologio	roman ecclesi martyrologi	martyrologi
antiquitate glastoniensis ecclesiae	3	3	None	3	False	antiquitate Glastoniensis ecclesiae	antiquitat glastoniens ecclesi	ecclesi
misit in britanniam	3	3	None	3	False	misit in Britanniam	misit in britanni	britanni
honore sanctae dei	3	3	None	3	False	honore sanctae Dei	honor sanct de	de
habetur in bibliotheca	3	3	None	3	False	habetur in bibliotheca	habetur in bibliothec	bibliothec
faganum et duvianum	3	3	None	3	False	Faganum et Duvianum	fagan et duvian	duvian
lucii regis temporibus	3	3	None	3	False	Lucii regis temporibus	luci reg tempor	tempor
annum nativitate domini	3	3	None	2	False	annum nativitate Domini	ann nativitat domin	domin
rem producto testimonio	3	3	None	3	False	rem producto testimonio	r product testimoni	testimoni
sancti timothei apostoli	3	3	None	3	False	sancti Timothei apostoli	sanct timothe apostol	apostol
libro primo historiae	3	3	None	3	False	libro primo historiae	libr prim histori	histori
lucius britannorum rex	3	3	None	3	False	Lucius Britannorum rex	luci britann rex	rex
quieta in pace	3	3	None	3	False	quieta in pace	quiet in pac	pac
lucius britanniae rex	3	3	None	3	False	Lucius Britanniae rex	luci britanni rex	rex
johannes de taxster	3	3	None	3	False	Johannes de Taxster	johann d taxster	taxster
wintoniensis ecclesiae collector	3	3	None	3	False	Wintoniensis ecclesiae collector	wintoniens ecclesi collector	collector
legum edvardi confessoris	3	3	None	3	False	legum Edvardi confessoris	leg edvard confessor	confessor
trevirensium archiepiscoporum catalogo	3	3	None	3	False	Trevirensium archiepiscoporum catalogo	treviren archiepiscop catalog	catalog
faganum et damianum	3	3	None	3	False	Faganum et Damianum	fagan et damian	damian
historiolae wintoniensis ecclesiae	3	3	None	3	False	historiolae Wintoniensis Ecclesiae	historiol wintoniens ecclesi	ecclesi
mirum in modum	3	3	None	3	False	mirum in modum	mir in mod	mod
missae sunt literae	3	3	None	3	False	missae sunt literae	miss sunt liter	liter
fagano et damiano	3	3	None	3	False	Fagano et Damiano	fagan et damian	damian
facta habetur mentio	3	3	None	3	False	facta habetur mentio	fact habetur menti	menti
virgineo deo dicatarum	3	3	None	2	False	virgineo Deo dicatarum	virgine de dicat	dicat
utrius que imperii	3	3	None	3	False	utrius que imperii	utri  imperi	imperi
decem et octo	3	3	None	3	False	decem et octo	dec et oct	oct
saxonum in britanniam	3	3	None	3	False	Saxonum in Britanniam	saxon in britanni	britanni
combustionem ejusdem ecclesiae	3	3	None	3	False	combustionem ejusdem ecclesiae	combustion ejusd ecclesi	ecclesi
abbates in glastonia	3	3	None	1	False	abbates in Glastonia	abbat in glastoni	glastoni
utrius que sexus	3	3	None	3	False	utrius que sexus	utri  sex	sex
sententiam subiit capitalem	3	3	None	3	False	sententiam subiit capitalem	sententi subiit capital	capital
britannica galfridi monemuthensis	3	3	None	3	True	Britannica Galfridi Monemuthensis	britannic galfrid monemuthens	monemuthens
albani anglorum protomartyris	3	3	None	3	False	Albani Anglorum protomartyris	alban angl protomartyr	protomartyr
anglorum in britanniam	3	3	None	2	False	Anglorum in Britanniam	angl in britanni	britanni
aerae nostrae christianae	3	3	None	3	False	aerae nostrae Christianae	aer nostr christian	christian
natum fuisse constantinum	3	3	None	3	False	natum fuisse Constantinum	nat fuiss constantin	constantin
honore sancti amphibali	3	3	None	3	False	honore sancti Amphibali	honor sanct amphibal	amphibal
isidori mercatoris collectione	3	3	None	3	False	Isidori Mercatoris collectione	isidor mercator collection	collection
orientis et occidentis	3	3	None	3	False	orientis et occidentis	orient et occident	occident
regnavit in britannia	3	3	None	2	False	regnavit in Britannia	regnavit in britanni	britanni
campano gramine corda	3	3	None	2	False	Campano gramine corda	campan gramin cord	cord
pelagium atque celestium	3	3	None	3	False	Pelagium atque Celestium	pelag at celest	celest
omne genus humanum	3	3	None	2	False	omne genus humanum	omn gen human	human
prosper contra collator	3	3	None	3	False	Prosper contra collator	prosper contr collator	collator
missa est epistola	3	3	None	3	False	missa est epistola	miss est epistol	epistol
germani et lupi	3	3	None	3	False	Germani et Lupi	german et lup	lup
macula et ruga	3	3	None	2	False	macula et ruga	macul et rug	rug
augustinus et alypius	3	3	None	3	False	Augustinus et Alypius	augustin et alypi	alypi
timasius et jacobus	3	3	None	3	False	Timasius et Jacobus	timasi et jacob	jacob
natura et gratia	3	3	None	3	False	natura et gratia	natur et grati	grati
implere per gratiam	3	3	None	2	False	implere per gratiam	impler per grati	grati
fratres et coepiscopos	3	3	None	3	False	fratres et coepiscopos	fratr et coepiscop	coepiscop
plenario totius africae	3	3	None	2	False	plenario totius Africae	plenari toti afric	afric
augustini de nuptiis	3	3	None	3	False	Augustini de nuptiis	augustin d nupti	nupti
falso gildae nomine	3	3	None	3	False	falso Gildae nomine	fals gild nomin	nomin
tribus longis navibus	3	3	None	3	False	tribus longis navibus	tr long nav	nav
regnum vero berniciorum	3	3	None	2	False	regnum vero Berniciorum	regn ver bernic	bernic
felicis et tauri	3	3	None	2	False	Felicis et Tauri	felic et taur	taur
decium et valerianum	3	3	None	2	False	Decium et Valerianum	dec et valerian	valerian
audito obitu vortimerii	3	3	None	2	False	audito obitu Vortimerii	audit obitu vortimeri	vortimeri
tribus millibus armatorum	3	3	None	2	False	tribus millibus armatorum	tr mill armat	armat
sociatis in britanniam	3	3	None	2	False	sociatis in Britanniam	sociat in britanni	britanni
quadringentos et sexaginta	3	3	None	2	False	quadringentos et sexaginta	quadringent et sexagint	sexagint
transmarinas petebant regiones	3	3	None	1	False	transmarinas petebant regiones	transmarin petebant region	region
