head_key	phrase	count	pages	proper	example
incarnation	anno dominicae incarnationis	10	9	False	anno Dominicae Incarnationis
incarnation	dominicae incarnationis	15	13	False	Dominicae Incarnationis
iniiss	regnum iniisse	3	3	False	regnum iniisse
insul	alanus de insulis	5	5	False	Alanus de insulis
insul	britanniam insulam	3	3	False	Britanniam insulam
insul	britannia insula	3	3	False	Britannia insula
insul	parte insulae	4	4	False	parte insulae
insul	totam insulam	3	3	False	totam insulam
jacob	philippi et jacobi	5	4	False	Philippi et Jacobi
jacob	sanctorum philippi et jacobi	4	3	False	sanctorum Philippi et Jacobi
jacob	timasius et jacobus	3	3	False	Timasius et Jacobus
johann	episcopus johannes	3	2	False	episcopus Johannes
johann	inquit johannes	3	3	False	inquit Johannes
johann	secutus johannes	6	6	False	secutus Johannes
joseph	vita josephi	5	3	False	vita Josephi
julian	operis contra julian	6	4	False	operis contra Julian
julian	prioris operis contra julian	3	2	False	prioris operis contra Julian
juni	kalendas junii	5	5	True	Kalendas Junii
junior	theodosii junioris	4	3	False	Theodosii junioris
labor	manuum labore	3	3	False	manuum labore
lancarvanens	caradocus lancarvanensis	3	3	True	Caradocus Lancarvanensis
landavens	regesto landavensi	7	6	False	regesto Landavensi
legation	hujus legationis	5	5	False	hujus legationis
legation	missa legatione	3	2	False	missa legatione
legim	chronico legimus	4	4	False	chronico legimus
legim	scotichronico legimus	3	3	False	Scotichronico legimus
legim	tabula legimus	3	3	False	tabula legimus
legion	urbis legionum	10	10	False	urbis legionum
legion	urbe legionum	7	5	False	urbe legionum
legion	urbem legionum	4	4	False	urbem legionum
legitur	scripta legitur	3	3	False	scripta legitur
leidens	johannes leidensis	5	5	True	Johannes Leidensis
leland	johannes lelandus	4	4	True	Johannes Lelandus
lhuyd	humfredus lhuydus	4	4	True	Humfredus Lhuydus
libell	ecclesiae libello	3	3	False	ecclesiae libello
liber	gratia dei et libero	3	3	False	gratia Dei et libero
libertat	arbitrii libertatem	7	5	False	arbitrii libertatem
libr	ecclesiasticae suae historiae libro	3	3	False	ecclesiasticae suae historiae libro
libr	eulogii sui libro	4	4	False	eulogii sui libro
libr	historiarum libro	3	3	False	historiarum libro
libr	historiae libro	8	8	False	historiae libro
libr	initio libri	3	3	False	initio libri
libr	scribit vigilantius in libro	3	3	False	scribit Vigilantius in libro
libr	vigilantius in libro	5	5	False	Vigilantius in libro
lipsi	justus lipsius	3	3	False	Justus Lipsius
liter	missae sunt literae	3	3	False	missae sunt literae
loc	diversis locis	3	3	False	diversis locis
londinens	baldoc londinensis	3	3	True	Baldoc Londinensis
londinens	civitate londinensi	3	2	False	civitate Londinensi
luci	rege lucio	6	5	False	rege Lucio
luci	rex lucius	6	5	False	rex Lucius
luci	tempore lucii	3	3	False	tempore Lucii
lup	germano et lupo	5	5	False	Germano et Lupo
lup	germanum et lupum	4	4	False	Germanum et Lupum
lup	germani et lupi	3	3	False	Germani et Lupi
lutzenburgi	bernardus lutzenburgius	3	3	True	Bernardus Lutzenburgius
m	samsonis ms	3	1	True	Samsonis MS
magister	palatii magister	3	3	False	Palatii magister
magn	constantini magni	11	10	False	Constantini magni
magn	constantino magno	4	4	False	Constantino magno
magn	constantinum magnum	3	3	False	Constantinum Magnum
magn	tabula magna	3	3	False	Tabula magna
major	historia majore	3	3	False	historia majore
major	johannes major	5	5	False	Johannes Major
malmesburiens	guilielmus malmesburiensis	19	18	True	Guilielmus Malmesburiensis
malmesburiens	guilielmo malmesburiensi	8	8	True	Guilielmo Malmesburiensi
malmesburiens	guilielmi malmesburiensis	6	5	True	Guilielmi Malmesburiensis
mandat	ejus mandatum	4	4	False	ejus mandatum
manu	alia manu	4	4	False	alia manu
mar	insulam mari	3	3	False	insulam mari
mar	insulam mari usque ad mare	3	3	False	insulam mari usque ad mare
mar	mari usque ad mare	4	4	False	mari usque ad mare
marcellin	ammiano marcellino	4	4	True	Ammiano Marcellino
marcellin	ammianus marcellinus	3	3	True	Ammianus Marcellinus
mari	dei genetricis mariae	5	5	False	Dei genetricis Mariae
mari	sancta maria	3	3	False	sancta Maria
mari	sanctae mariae	3	3	False	sanctae Mariae
mari	virginis mariae	7	7	False	virginis Mariae
marti	idus martii	3	3	True	Idus Martii
marti	mense martio	3	3	False	mense Martio
martyr	albani martyris	4	3	False	Albani martyris
martyr	albani martyrium	3	3	False	Albani martyrium
martyr	beati martyris	4	4	False	beati martyris
martyr	julii martyris	3	2	False	Julii martyris
martyr	sanctorum martyrum	5	5	False	sanctorum martyrum
martyrologi	bedae martyrologio	3	3	False	Bedae martyrologio
martyrologi	romanae ecclesiae martyrologio	3	3	False	Romanae Ecclesiae martyrologio
martyrologi	romano martyrologio	3	3	False	Romano martyrologio
massiliens	honoratus massiliensis	3	3	True	Honoratus Massiliensis
matr	suae matris	4	4	False	suae matris
maxim	constantini maximi	5	2	True	Constantini Maximi
maxim	loco natali constantini maximi	3	2	False	loco natali Constantini Maximi
mcccclx	annum mcccclx	3	3	False	annum MCCCCLX
me	deo meo	3	2	False	Deo meo
memori	beatae memoriae	5	5	False	beatae memoriae
memori	sanctae memoriae	6	6	False	Sanctae memoriae
menevens	asserio menevensi	4	4	True	Asserio Menevensi
menevens	davidis menevensis	6	6	True	Davidis Menevensis
ment	humanae mentis	3	3	False	humanae mentis
menti	facta est mentio	4	4	False	facta est mentio
menti	facta habetur mentio	3	3	False	facta habetur mentio
menti	fit mentio	3	3	False	fit mentio
mercator	isidori mercatoris	5	5	True	Isidori Mercatoris
merssae	petrus merssaeus	3	3	True	Petrus Merssaeus
mill	passuum millibus	4	4	False	passuum millibus
minor	chronico minore	3	3	False	chronico minore
misit	britanniam misit	3	3	False	Britanniam misit
mod	mirum in modum	3	3	False	mirum in modum
monach	glastoniensium monachorum	3	2	False	Glastoniensium monachorum
monach	malmesburiensis monachus	3	3	False	Malmesburiensis monachus
monasteri	glastoniensis monasterii	5	4	False	Glastoniensis monasterii
monasteri	lirinensis monasterii	3	3	False	Lirinensis monasterii
monasteri	situs monasterii	3	3	False	Situs monasterii
monemuthens	britannica galfridi monemuthensis	3	3	True	Britannica Galfridi Monemuthensis
monemuthens	galfridus monemuthensis	34	33	True	Galfridus Monemuthensis
monemuthens	galfridi monemuthensis	7	7	True	Galfridi Monemuthensis
monemuthens	galfrido monemuthensi	4	4	True	Galfrido Monemuthensi
mor	solito more	3	3	False	solito more
ms	duobus mss	3	3	False	duobus MSS
mult	alia multa	3	3	False	alia multa
mund	aetate mundi	3	3	False	aetate mundi
narrat	rem narrat	3	3	False	rem narrat
naucler	johannes nauclerus	4	4	True	Johannes Nauclerus
nav	longis navibus	5	5	False	longis navibus
nav	tribus longis navibus	3	3	False	tribus longis navibus
necess	confiteri necesse	3	1	False	confiteri necesse
niger	radulphus niger	10	10	True	Radulphus Niger
nigr	radulpho nigro	3	2	True	Radulpho Nigro
nini	inquit ninius	3	3	False	inquit Ninius
nomen	christi nomen	3	3	False	Christi nomen
nomen	clerici nomen	3	2	False	clerici nomen
nomen	cujus nomen	4	4	False	cujus nomen
nomen	gildae nomen	5	5	False	Gildae nomen
nomen	pelagii nomen	3	3	False	Pelagii nomen
nomin	christi nomine	3	3	False	Christi nomine
nomin	ejus nominis	4	4	False	ejus nominis
nomin	ejus nomine	4	4	False	ejus nomine
nomin	falso gildae nomine	3	3	False	falso Gildae nomine
non	libro nono	3	3	False	libro nono
nostr	deo nostro	3	3	False	Deo nostro
nostr	dominum nostrum	5	4	False	Dominum nostrum
nostr	jesum christum dominum nostrum	3	2	False	Jesum Christum Dominum nostrum
novembr	calendas novembris	3	3	True	Calendas Novembris
nupti	augustini de nuptiis	3	3	False	Augustini de nuptiis
obiiss	mortem obiisse	3	3	False	mortem obiisse
occident	orientis et occidentis	3	3	False	orientis et occidentis
oct	decem et octo	3	3	False	decem et octo
oct	viginti et octo	6	5	False	viginti et octo
oct	viginti octo	5	4	False	viginti octo
octav	capite octavo	4	4	False	capite octavo
octobr	calendas octobris	3	3	True	Calendas Octobris
octogint	mille centum et octoginta	3	3	False	mille centum et octoginta
omn	aliis omnibus	5	5	False	aliis omnibus
oper	ejus opera	3	3	False	ejus opera
oper	imperfecti operis	4	4	False	imperfecti operis
oper	posterioris operis	5	5	False	posterioris operis
oper	prioris operis	3	2	False	prioris operis
oration	soluta oratione	3	3	False	soluta oratione
orb	terrarum orbem	3	3	False	terrarum orbem
orb	toto orbe	4	4	False	toto orbe
orb	totum orbem	3	3	False	totum orbem
orb	totius orbis	9	9	False	totius orbis
orb	universum orbem	4	4	False	universum orbem
original	peccato originali	3	3	False	peccato originali
orosi	paulus orosius	3	3	True	Paulus Orosius
pac	quieta in pace	3	3	False	quieta in pace
pagan	reges pagani	3	3	False	reges pagani
palaestin	gestis palaestinis	7	7	False	gestis Palaestinis
palaestin	gestis palaestin	6	6	False	gestis Palaestin
panvini	onuphrius panvinius	3	3	True	Onuphrius Panvinius
pap	eleutheri papae	4	3	False	Eleutheri papae
pap	eleutherii papae	7	7	False	Eleutherii papae
pap	eleutherius papa	4	4	False	Eleutherius papa
pap	eleutherio papa	4	3	False	Eleutherio papa
pap	innocentium papam	3	3	False	Innocentium papam
pap	tempore eleutherii papae	4	4	False	tempore Eleutherii papae
parisiens	matthaeus parisiensis	12	12	True	Matthaeus Parisiensis
parisiens	matthaeo parisiensi	3	3	True	Matthaeo Parisiensi
part	britanniae parte	4	3	False	Britanniae parte
part	illis partibus	3	3	False	illis partibus
part	insulae parte	4	3	False	insulae parte
part	magna ex parte	5	5	False	magna ex parte
part	occidentali parte	3	3	False	occidentali parte
part	orientali parte	4	4	False	orientali parte
part	primas partes	3	1	False	primas partes
part	utraque parte	3	3	False	utraque parte
passion	anno post passionem	5	5	False	anno post passionem
passu	millia passuum	5	4	False	millia passuum
pater	cujus pater	6	4	False	cujus pater
patr	bibliothecae patrum	4	3	False	bibliothecae patrum
patr	mortem patris	3	3	False	mortem patris
patr	sanctorum patrum	3	3	False	sanctorum patrum
patrici	sancti patricii	3	2	False	sancti Patricii
patrici	vita patricii	5	5	False	vita Patricii
paul	petro et paulo	3	3	False	Petro et Paulo
peccat	absque peccato	4	4	False	absque peccato
peccat	habere peccatum	4	2	False	habere peccatum
peccat	homo sine peccato	5	4	False	homo sine peccato
peccat	hominem sine peccato	13	7	False	hominem sine peccato
peccat	originali peccato	4	3	False	originali peccato
peccat	originalis peccati	3	3	False	originalis peccati
peccat	originale peccatum	3	3	False	originale peccatum
peccat	posse esse hominem sine peccato	5	4	False	Posse esse hominem sine peccato
peccat	posse esse sine peccato	4	4	False	posse esse sine peccato
peccat	potest homo sine peccato	3	3	False	potest homo sine peccato
peccat	remissionem peccatorum	4	2	False	remissionem peccatorum
pelag	adversus pelagium	5	4	False	adversus Pelagium
pelagian	adversus pelagianos	7	7	False	adversus Pelagianos
pelagian	episcopi pelagiani	3	2	False	episcopi Pelagiani
pelagian	haeresis pelagiana	3	3	False	haeresis Pelagiana
pelagian	haeresim pelagianam	4	4	False	haeresim Pelagianam
pensil	tabula pensili	3	2	False	tabula pensili
perfidi	ariana perfidia	3	3	False	Ariana perfidia
pergit	narrare pergit	3	3	False	narrare pergit
perseveranti	dono perseverantiae	3	3	False	dono perseverantiae
petr	basilica petri	5	5	False	Basilica Petri
petr	libro de basilica petri	5	5	False	libro de Basilica Petri
petr	sancti petri	4	3	False	sancti Petri
petr	suffridus petrus	3	3	True	Suffridus Petrus
petr	vigilantius in libro de basilica petri	5	5	False	Vigilantius in libro de Basilica Petri
phagan	sanctorum phagani	3	3	False	sanctorum Phagani
phagan	sancti phaganus	3	3	False	sancti Phaganus
philipp	beato philippo	3	2	False	beato Philippo
philipp	jacobus philippus	5	5	True	Jacobus Philippus
philipp	sanctorum philippi	4	3	False	sanctorum Philippi
pi	antonino pio	3	2	True	Antonino Pio
pi	antonini pii	3	2	True	Antonini Pii
plumbe	lamina plumbea	3	2	False	lamina plumbea
plur	alia plura	3	2	False	alia plura
polon	martinus polonus	6	6	True	Martinus Polonus
pontific	gestis pontificum	6	6	False	gestis pontificum
pontific	romani pontificis	5	5	False	Romani pontificis
pontific	romano pontifice	5	4	False	Romano pontifice
pontific	romanum pontificem	4	4	False	Romanum pontificem
poss	dei posse	3	3	False	Dei posse
poss	hominem posse	4	4	False	hominem posse
potest	vitari potest	8	2	False	vitari potest
potestat	arbitrii potestatem	3	3	False	arbitrii potestatem
presbyt	lucidum presbyterum	3	3	False	Lucidum presbyterum
presbyter	lucidi presbyteri	3	2	False	Lucidi presbyteri
presbyter	timothei presbyteri	4	2	False	Timothei presbyteri
prim	britanniam primam	3	3	False	Britanniam primam
prim	libri primi	4	4	False	libri primi
product	rem producto	4	4	False	rem producto
protomartyr	albani anglorum protomartyris	3	3	False	Albani Anglorum protomartyris
protomartyr	anglorum protomartyris	4	4	False	Anglorum protomartyris
providenti	divina providentia	5	5	False	divina providentia
provinci	germaniae provinciis	3	2	False	Germaniae provinciis
pulver	massam pulveris	3	2	False	massam pulveris
quaerend	iterum quaerendum	12	3	False	Iterum quaerendum
quart	capite quarto	5	5	False	capite quarto
quart	decimo quarto	3	3	False	decimo quarto
quart	libro quarto	10	9	False	libro quarto
quart	libri quarti	3	3	False	libri quarti
quid	nescio quid	3	3	False	nescio quid
quin	viginti et quinque	4	4	False	viginti et quinque
quinquagesim	capite quinquagesimo	3	3	False	capite quinquagesimo
quint	capite quinto	5	5	False	capite quinto
quint	decimo quinto	6	6	False	decimo quinto
quint	libro quinto	10	9	False	libro quinto
rati	temporum ratio	4	4	False	temporum ratio
ration	temporis ratione	4	4	False	temporis ratione
raynaud	theophili raynaudi	4	4	True	Theophili Raynaudi
re	cujus rei	3	3	False	Cujus rei
re	hujus rei	7	7	False	hujus rei
recordation	sanctae recordationis	3	3	False	sanctae recordationis
reg	anglorum regis	8	7	False	Anglorum regis
reg	anglorum regem	6	4	False	Anglorum regem
reg	arthuri regis	6	6	False	Arthuri regis
reg	arthuro rege	4	4	False	Arthuro rege
reg	britannorum rege	4	4	False	Britannorum rege
reg	britannorum regis	3	3	False	Britannorum regis
reg	britanniae regem	3	3	False	Britanniae regem
reg	britonum rege	3	3	False	Britonum rege
reg	castellani regis	3	3	False	Castellani regis
reg	filiam regis	3	3	False	filiam regis
reg	lucium regem	10	9	False	Lucium regem
reg	lucii regis	15	14	False	Lucii regis
reg	lucio rege	8	8	False	Lucio rege
reg	lucio regi	3	3	False	Lucio regi
reg	offa rege	3	3	False	Offa rege
reg	prophetam regem	4	1	False	prophetam regem
region	transmarinas petebant regiones	3	1	False	transmarinas petebant regiones
regn	anno regni	6	6	False	anno regni
regn	armoricum regnum	3	3	False	Armoricum regnum
regn	britanniae regnum	3	3	False	Britanniae regnum
regn	hujus regni	3	3	False	hujus regni
regn	lucii regno	3	3	False	Lucii regno
regn	totius regni	3	3	False	Totius regni
religion	christianam religionem	6	6	False	Christianam religionem
religion	christianae religioni	5	5	False	Christianae religioni
religion	christianae religionis	4	4	False	Christianae religionis
religion	totius religionis	3	3	False	totius religionis
religios	duos religiosos	4	3	False	duos religiosos
reliqui	albani reliquias	4	4	False	Albani reliquias
retinet	nomen retinet	3	3	False	nomen retinet
rex	britanniae rex	5	4	False	Britanniae rex
rex	jacet sepultus inclitus rex	3	2	False	jacet sepultus inclitus Rex
rex	lucius britannorum rex	3	3	False	Lucius Britannorum rex
rex	lucius britanniae rex	3	3	False	Lucius Britanniae rex
rex	lucius rex	9	9	False	Lucius rex
rom	tibi roma	3	2	False	tibi Roma
rom	urbe roma	6	6	False	urbe Roma
rom	urbis romae	5	4	False	urbis Romae
roman	celestino romano	3	3	True	Celestino Romano
roman	innocentii romani	3	3	True	Innocentii Romani
roman	martyrologio romano	5	5	False	martyrologio Romano
roman	papa romano	3	2	False	papa Romano
ross	johannes rossus	4	4	True	Johannes Rossus
rudburn	thomas rudburnus	13	11	True	Thomas Rudburnus
rudburn	thomae rudburni	4	4	True	Thomae Rudburni
rug	macula et ruga	3	2	False	macula et ruga
sacerdot	beatissimi sacerdotes	3	3	False	beatissimi sacerdotes
salut	annum salutis	5	5	False	annum salutis
salut	anno salutis	4	4	False	anno salutis
salut	domino salutem	3	3	False	Domino salutem
salvator	sancti salvatoris	3	3	False	sancti Salvatoris
sanct	discipulis sanctorum	3	3	False	discipulis sanctorum
sanct	ecclesiam in honore sanctae	4	4	False	ecclesiam in honore sanctae
sanct	ecclesia sancti	4	4	False	ecclesia sancti
sanct	historiarum sanctorum	3	3	False	historiarum sanctorum
sanct	honore sancti	7	7	False	honore sancti
sanct	honorem sancti	6	6	False	honorem sancti
sanct	honore sanctae	5	5	False	honore sanctae
sanct	legenda sancti	3	3	False	legenda sancti
sanct	praedestinatione sanctorum	4	4	False	praedestinatione sanctorum
sanct	praedicti sancti	3	3	False	praedicti sancti
sanct	spiritum sanctum	3	2	False	Spiritum sanctum
sanct	vir sanctus	5	5	False	vir sanctus
sanct	virum sanctum	4	4	False	virum sanctum
sapienti	divinae sapientiae	3	3	False	divinae sapientiae
saxon	anglorum sive saxonum	4	4	False	Anglorum sive Saxonum
saxon	antiquorum saxonum	3	3	False	antiquorum Saxonum
saxon	occidentalium saxonum	7	7	False	occidentalium Saxonum
scot	marianus scotus	3	3	False	Marianus Scotus
scot	mariani scoti	3	3	True	Mariani Scoti
scot	pictos et scotos	4	4	False	Pictos et Scotos
scotic	mare scoticum	5	2	False	mare Scoticum
secul	christum seculi	3	3	False	Christum seculi
secund	capite secundo	4	4	False	capite secundo
secund	distinctione secunda	3	3	False	distinctione secunda
secund	libro secundo	18	16	False	libro secundo
sed	apostolicae sedis	10	9	False	apostolicae sedis
sed	apostolicam sedem	3	3	False	apostolicam sedem
sed	episcopalem sedem	3	3	False	episcopalem sedem
sed	metropolitana sede	3	3	False	metropolitana sede
sed	primae sedis	4	2	False	primae sedis
senior	thomas rudburnus senior	4	4	False	Thomas Rudburnus senior
sepelivit	christum sepelivit	3	2	False	Christum sepelivit
sepelivit	dominum sepelivit	4	4	False	Dominum sepelivit
septim	capite septimo	4	4	False	capite septimo
septim	libro septimo	3	3	False	libro septimo
septim	sexagesimo septimo	3	3	False	sexagesimo septimo
sequent	anno proxime sequente	4	4	False	anno proxime sequente
sequent	proxime sequente	6	6	False	proxime sequente
sermon	anglico sermone	4	4	False	Anglico sermone
servand	viduitate servanda	3	1	False	viduitate servanda
sex	utrius que sexus	3	3	False	utrius que sexus
sexagesim	centesimo sexagesimo	5	3	False	centesimo sexagesimo
sexagint	centum sexaginta	3	3	False	centum sexaginta
sexagint	quadringentos et sexaginta	3	2	False	quadringentos et sexaginta
sext	capite sexto	5	5	False	capite sexto
sidoni	apollinaris sidonius	4	4	True	Apollinaris Sidonius
sigoni	carolus sigonius	3	3	True	Carolus Sigonius
singul	dies singulos	3	3	False	dies singulos
soci	duodecim sociis	3	3	False	duodecim sociis
sociat	tribus millibus armatorum sibi sociatis	3	2	False	tribus millibus armatorum sibi sociatis
sol	natale solum	4	3	False	natale solum
spati	biennii spatio	3	3	False	biennii spatio
stabulari	bona stabularia	3	1	False	Bona stabularia
stowae	johannes stowaeus	4	4	True	Johannes Stowaeus
su	ecclesiae suae	4	4	False	ecclesiae suae
su	gratiae suae	4	3	False	gratiae suae
su	historiae suae	7	7	False	historiae suae
suburbicar	ecclesiis suburbicar	3	3	False	ecclesiis suburbicar
supr	vide supr	5	5	False	Vide supr
susceperunt	baptismum susceperunt	3	2	False	baptismum susceperunt
synod	sancta synodo	3	2	False	sancta synodo
tabul	ecclesiae tabula	8	8	False	ecclesiae tabula
tabul	magna glastoniensis ecclesiae tabula	3	3	False	magna Glastoniensis ecclesiae tabula
tabul	magnae glastoniensis tabulae	4	4	False	magnae Glastoniensis tabulae
tabul	magna wintoniensis ecclesiae tabula	4	4	False	magna Wintoniensis ecclesiae tabula
tabul	wintoniensis ecclesiae tabula	5	5	False	Wintoniensis ecclesiae tabula
tant	partem tantum	3	2	False	partem tantum
taur	felicis et tauri	3	2	False	Felicis et Tauri
taxster	johannes de taxster	3	3	False	Johannes de Taxster
temp	multum tempus	3	3	False	multum tempus
tempor	antiquis temporibus	5	5	False	antiquis temporibus
tempor	illis temporibus	4	4	False	illis temporibus
tempor	lucii regis temporibus	3	3	False	Lucii regis temporibus
tempor	lucii temporibus	3	3	False	Lucii temporibus
tempor	multo tempore	3	3	False	multo tempore
tempor	nostris temporibus	3	3	False	nostris temporibus
tempor	regis temporibus	6	6	False	regis temporibus
terr	portiones terrae	3	2	False	portiones terrae
terti	capite tertio	6	6	False	capite tertio
terti	capitulo tertio	3	3	False	capitulo tertio
terti	libro tertio	4	4	False	libro tertio
terti	libri tertii	3	3	False	libri tertii
testament	novi testamenti	3	3	False	novi Testamenti
testimoni	rem producto testimonio	3	3	False	rem producto testimonio
tiberi	summo tiberii	3	3	False	summo Tiberii
tillesburiens	gervasius tillesburiensis	3	3	True	Gervasius Tillesburiensis
timothe	sancti timothei	4	4	False	sancti Timothei
tinmuthens	johannes tinmuthensis	24	21	True	Johannes Tinmuthensis
tinmuthens	johannem tinmuthensem	4	4	True	Johannem Tinmuthensem
tinmuthens	johanne tinmuthensi	4	4	True	Johanne Tinmuthensi
tinmuthens	johannis tinmuthensis	4	3	True	Johannis Tinmuthensis
tinmuthens	vita johannes tinmuthensis	5	5	False	vita Johannes Tinmuthensis
torquat	virgis torquatis	3	3	False	virgis torquatis
toti	cambriae totius	4	3	False	Cambriae totius
toti	regulis totius	3	2	False	regulis totius
translation	ejus translatione	3	2	False	ejus translatione
trithemi	johannes trithemius	5	5	True	Johannes Trithemius
tu	beatitudinem tuam	4	4	False	beatitudinem tuam
tu	sanctitas tua	3	3	False	sanctitas tua
tu	sanctitatis tuae	4	3	False	sanctitatis tuae
ull	absque ullo	4	4	False	absque ullo
uter	matthaeus uterque	3	3	False	Matthaeus uterque
v	henrico vi	3	3	True	Henrico VI
valerian	decium et valerianum	3	2	False	Decium et Valerianum
valerian	theophili raynaudi defensionem valeriani	3	3	False	Theophili Raynaudi defensionem Valeriani
venerunt	anno quo saxones venerunt	3	1	False	anno quo Saxones venerunt
venerunt	saxones venerunt	3	1	False	Saxones venerunt
veniss	britanniam venisse	3	3	False	Britanniam venisse
ver	hisce versibus	3	3	False	hisce versibus
verb	disertis verbis	3	3	False	disertis verbis
verb	hisce verbis	5	5	False	hisce verbis
vergili	polydorus vergilius	15	15	True	Polydorus Vergilius
vergili	polydoro vergilio	3	3	True	Polydoro Vergilio
veritat	rei veritate	3	3	False	rei veritate
verol	civitatem verolamium	3	2	False	civitatem Verolamium
vestr	dilectionem vestram	3	3	False	dilectionem vestram
vicari	dei vicarius	4	2	False	Dei vicarius
vicesim	capite vicesimo	3	2	False	capite vicesimo
videlicet	anno videlicet	4	4	False	anno videlicet
videtur	mihi videtur	3	3	False	mihi videtur
viennens	ado viennensis	6	6	True	Ado Viennensis
vigesim	capite vigesimo	5	5	False	capite vigesimo
vigesim	libro vigesimo	3	2	False	libro vigesimo
vigilanti	scribit vigilantius	3	3	False	scribit Vigilantius
vigint	dies viginti	3	3	False	dies viginti
vir	sancti viri	4	4	False	sancti viri
vir	sanctum virum	3	3	False	sanctum virum
virgin	beatae virginis	6	6	False	beatae virginis
virgin	gloriosae virginis	4	4	False	gloriosae virginis
virunni	ponticus virunnius	7	7	False	Ponticus Virunnius
vit	dominus vitam	3	3	False	Dominus vitam
vit	dubricii vita	3	3	False	Dubricii vita
vit	ejus vita	6	6	False	ejus vita
vit	martyrio vitam	3	3	False	martyrio vitam
vit	monasticam vitam	4	4	False	monasticam vitam
vit	religiosae vitae	3	3	False	religiosae vitae
vit	richardus vitus	3	3	True	Richardus Vitus
vit	scriptor vitae	3	3	False	scriptor vitae
vit	tinmuthensis in vita	4	4	False	Tinmuthensis in vita
vit	verbum vitae	5	4	False	verbum vitae
vital	ordericus vitalis	3	3	True	Ordericus Vitalis
vivend	bene vivendi	4	3	False	bene vivendi
voluntat	propria voluntate	3	1	False	propria voluntate
vortimeri	audito obitu vortimerii	3	2	False	audito obitu Vortimerii
vossi	clarissimus vossius	3	3	False	clarissimus Vossius
wendover	rogerus de wendover	7	6	False	Rogerus de Wendover
wendoveri	rogerus wendoverius	4	4	True	Rogerus Wendoverius
westmonasteriens	matthaeus westmonasteriensis	9	9	True	Matthaeus Westmonasteriensis
westmonasteriens	parisiensis et westmonasteriensis	4	4	False	Parisiensis et Westmonasteriensis
wigorniens	florentius wigorniensis	8	8	True	Florentius Wigorniensis
wigorniens	florentii wigorniensis	6	6	True	Florentii Wigorniensis
wigorniens	florentio wigorniensi	3	3	True	Florentio Wigorniensi
wintoniens	ecclesiam wintoniensem	5	3	False	ecclesiam Wintoniensem
zosim	papa zosimus	5	4	False	papa Zosimus
